id,name_en,name_ru,iba_category,ingredients_json,ingredients_raw,instructions_en,instructions_ru,garnish,glass,abv_estimate,preparation_time_minutes,taste_tags,taste_description_ru,image_url,source
bellini,Bellini,,Contemporary Classics,"[{""name"": ""Prosecco"", ""amount"": ""100"", ""unit"": ""ml"", ""note"": """", ""direction"": ""100 ml Prosecco"", ""raw"": ""100 ml Prosecco""}, {""name"": ""White Peach Puree"", ""amount"": ""50"", ""unit"": ""ml"", ""note"": """", ""direction"": ""50 ml White Peach Puree"", ""raw"": ""50 ml White Peach Puree""}]","100 ml Prosecco,50 ml White Peach Puree","Pour peach puree into the mixing glass with ice, add the Prosecco wine. Stir gently and pour in a chilled flute glass. Note: PUCCINI - Fresh Mandarin Orange Juice; ROSSINI - Fresh Strawberry Puree; TINTORETTO - Fresh Pomegranate Juice.",,,,,,[],,,IBA
black-russian,Black Russian,,Contemporary Classics,"[{""name"": ""Vodka"", ""amount"": ""50"", ""unit"": ""ml"", ""note"": """", ""direction"": ""50 ml Vodka"", ""raw"": ""50 ml Vodka""}, {""name"": ""Coffee Liqueur"", ""amount"": ""20"", ""unit"": ""ml"", ""note"": """", ""direction"": ""20 ml Coffee Liqueur"", ""raw"": ""20 ml Coffee Liqueur""}]","50 ml Vodka,20 ml Coffee Liqueur",Pour the ingredients into the old fashioned glass filled with ice cubes. Stir gently. Note: WHITE RUSSIAN - Float fresh cream on the top and stir in slowly.,,,,,,[],,,IBA
bloody-mary,Bloody Mary,,Contemporary Classics,"[{""name"": ""Vodka"", ""amount"": ""45"", ""unit"": ""ml"", ""note"": """", ""direction"": ""45 ml Vodka"", ""raw"": ""45 ml Vodka""}, {""name"": ""Tomato Juice"", ""amount"": ""90"", ""unit"": ""ml"", ""note"": """", ""direction"": ""90 ml Tomato Juice"", ""raw"": ""90 ml Tomato Juice""}, {""name"": ""Fresh Lemon Juice"", ""amount"": ""15"", ""unit"": ""ml"", ""note"": """", ""direction"": ""15 ml Fresh Lemon Juice"", ""raw"": ""15 ml Fresh Lemon Juice""}, {""name"": ""Worcestershire Sauce"", ""amount"": ""2"", ""unit"": ""dash"", ""note"": """", ""direction"": ""2 dashes Worcestershire Sauce"", ""raw"": ""2 dash Worcestershire Sauce""}, {""name"": ""Tabasco"", ""amount"": ""1"", ""unit"": ""dash"", ""note"": """", ""direction"": ""Tabasco"", ""raw"": ""1 dash Tabasco""}, {""name"": ""Celery Salt"", ""amount"": ""1"", ""unit"": ""dash"", ""note"": """", ""direction"": ""Celery Salt"", ""raw"": ""1 dash Celery Salt""}, {""name"": ""Pepper"", ""amount"": ""1"", ""unit"": ""dash"", ""note"": ""Up to taste"", ""direction"": ""Pepper (Up to taste)"", ""raw"": ""1 dash Pepper Up to taste""}]","45 ml Vodka,90 ml Tomato Juice,15 ml Fresh Lemon Juice,2 dashes Worcestershire Sauce,Tabasco,Celery Salt,Pepper (Up to taste)","Stir gently all the ingredients in a mixing glass with ice, pour into rocks glass. Note: If requested served with ice, pour into highball glass.",,"Celery, Lemon Wedge (Optional)",,,,[],,,IBA
caipirinha,Caipirinha,,Contemporary Classics,"[{""name"": ""Cachaça"", ""amount"": ""60"", ""unit"": ""ml"", ""note"": """", ""direction"": ""60 ml Cachaça"", ""raw"": ""60 ml Cachaça""}, {""name"": ""Lime cut into small wedges"", ""amount"": ""1"", ""unit"": ""piece"", ""note"": """", ""direction"": ""1 Lime cut into small wedges"", ""raw"": ""1 piece Lime cut into small wedges""}, {""name"": ""White Cane Sugar"", ""amount"": ""4"", ""unit"": ""teaspoon"", ""note"": """", ""direction"": ""4 Teaspoons White Cane Sugar"", ""raw"": ""4 teaspoon White Cane Sugar""}]","60 ml Cachaça,1 Lime cut into small wedges,4 Teaspoons White Cane Sugar",Place lime and sugar into a double old fashioned glass and muddle gently. Fill the glass with cracked ice and add Cachaça. Stir gently to involve ingredients. Note: CAIPIROSKA - Instead of Cachaça use Vodka;,,,,,,[],,,IBA
champagne-cocktail,Champagne Cocktail,,Contemporary Classics,"[{""name"": ""Chilled Champagne"", ""amount"": ""90"", ""unit"": ""ml"", ""note"": """", ""direction"": ""90 ml Chilled Champagne"", ""raw"": ""90 ml Chilled Champagne""}, {""name"": ""Cognac"", ""amount"": ""10"", ""unit"": ""ml"", ""note"": """", ""direction"": ""10 ml Cognac"", ""raw"": ""10 ml Cognac""}, {""name"": ""Angostura bitters"", ""amount"": ""2"", ""unit"": ""dash"", ""note"": """", ""direction"": ""2 dashes Angostura bitters"", ""raw"": ""2 dash Angostura bitters""}, {""name"": ""Grand Marnier"", ""amount"": ""few"", ""unit"": ""drops"", ""note"": ""optional"", ""direction"": ""Few drops of Grand Marnier (optional)"", ""raw"": ""few drops Grand Marnier optional""}, {""name"": ""Sugar Cube"", ""amount"": ""1"", ""unit"": ""piece"", ""note"": """", ""direction"": ""1 sugar cube"", ""raw"": ""1 piece Sugar Cube""}]","90 ml Chilled Champagne,10 ml Cognac,2 dashes Angostura bitters,Few drops of Grand Marnier (optional),1 sugar cube","Place the sugar cube with 2 dashes of bitters in a large Champagne glass, add the cognac. Pour gently chilled Champagne.",,Garnish with orange zest and maraschino cherry.,,,,[],,,IBA
corpse-reviver-2,Corpse Reviver #2,,Contemporary Classics,"[{""name"": ""Gin"", ""amount"": ""30"", ""unit"": ""ml"", ""note"": """", ""direction"": ""30 ml Gin"", ""raw"": ""30 ml Gin""}, {""name"": ""Cointreau"", ""amount"": ""30"", ""unit"": ""ml"", ""note"": """", ""direction"": ""30 ml Cointreau"", ""raw"": ""30 ml Cointreau""}, {""name"": ""Lillet Blanc"", ""amount"": ""30"", ""unit"": ""ml"", ""note"": """", ""direction"": ""30 ml Lillet Blanc"", ""raw"": ""30 ml Lillet Blanc""}, {""name"": ""Fresh Lemon Juice"", ""amount"": ""30"", ""unit"": ""ml"", ""note"": """", ""direction"": ""30 ml Fresh Lemon Juice"", ""raw"": ""30 ml Fresh Lemon Juice""}, {""name"": ""Absinthe"", ""amount"": ""1"", ""unit"": ""dash"", ""note"": """", ""direction"": ""1 dash Absinthe"", ""raw"": ""1 dash Absinthe""}]","30 ml Gin,30 ml Cointreau,30 ml Lillet Blanc,30 ml Fresh Lemon Juice,1 dash Absinthe",Pour all ingredients into shaker with ice. Shake well and strain in chilled cocktail glass.,,Garnish with orange zest,,,,[],,,IBA
cosmopolitan,Cosmopolitan,,Contemporary Classics,"[{""name"": ""Vodka Citron"", ""amount"": ""40"", ""unit"": ""ml"", ""note"": """", ""direction"": ""40 ml Vodka Citron"", ""raw"": ""40 ml Vodka Citron""}, {""name"": ""Cointreau"", ""amount"": ""15"", ""unit"": ""ml"", ""note"": """", ""direction"": ""15 ml Cointreau"", ""raw"": ""15 ml Cointreau""}, {""name"": ""Fresh Lime Juice"", ""amount"": ""15"", ""unit"": ""ml"", ""note"": """", ""direction"": ""15 ml Fresh Lime Juice"", ""raw"": ""15 ml Fresh Lime Juice""}, {""name"": ""Cranberry Juice"", ""amount"": ""30"", ""unit"": ""ml"", ""note"": """", ""direction"": ""30 ml Cranberry Juice"", ""raw"": ""30 ml Cranberry Juice""}]","40 ml Vodka Citron,15 ml Cointreau,15 ml Fresh Lime Juice,30 ml Cranberry Juice",Add all ingredients into a cocktail shaker filled with ice. Shake well and strain into a large cocktail glass.,,Garnish with a lemon twist.,,,,[],,,IBA
cuba-libre,Cuba Libre,,Contemporary Classics,"[{""name"": ""White Rum"", ""amount"": ""50"", ""unit"": ""ml"", ""note"": """", ""direction"": ""50 ml White Rum"", ""raw"": ""50 ml White Rum""}, {""name"": ""Coca Cola"", ""amount"": ""120"", ""unit"": ""ml"", ""note"": """", ""direction"": ""120 ml Coca Cola"", ""raw"": ""120 ml Coca Cola""}, {""name"": ""Fresh Lime Juice"", ""amount"": ""10"", ""unit"": ""ml"", ""note"": """", ""direction"": ""10 ml Fresh Lime Juice"", ""raw"": ""10 ml Fresh Lime Juice""}]","50 ml White Rum,120 ml Coca Cola,10 ml Fresh Lime Juice",Build all ingredients in a highball glass filled with ice.,,Garnish with lime wedge.,,,,[],,,IBA
french-75,French 75,,Contemporary Classics,"[{""name"": ""Gin"", ""amount"": ""30"", ""unit"": ""ml"", ""note"": """", ""direction"": ""30 ml Gin"", ""raw"": ""30 ml Gin""}, {""name"": ""Fresh Lemon Juice"", ""amount"": ""15"", ""unit"": ""ml"", ""note"": """", ""direction"": ""15 ml Fresh Lemon Juice"", ""raw"": ""15 ml Fresh Lemon Juice""}, {""name"": ""Sugar Syrup"", ""amount"": ""15"", ""unit"": ""ml"", ""note"": """", ""direction"": ""15 ml Sugar Syrup"", ""raw"": ""15 ml Sugar Syrup""}, {""name"": ""Champagne"", ""amount"": ""60"", ""unit"": ""ml"", ""note"": """", ""direction"": ""60 ml Champagne"", ""raw"": ""60 ml Champagne""}]","30 ml Gin,15 ml Fresh Lemon Juice,15 ml Sugar Syrup,60 ml Champagne","Pour all the ingredients, except Champagne, into a shaker. Shake well and strain into a Champagne flute. Top up with Champagne. Stir gently.",,,,,,[],,,IBA
french-connection,French Connection,,Contemporary Classics,"[{""name"": ""Cognac"", ""amount"": ""35"", ""unit"": ""ml"", ""note"": """", ""direction"": ""35 ml Cognac"", ""raw"": ""35 ml Cognac""}, {""name"": ""Amaretto"", ""amount"": ""35"", ""unit"": ""ml"", ""note"": """", ""direction"": ""35 ml Amaretto"", ""raw"": ""35 ml Amaretto""}]","35 ml Cognac,35 ml Amaretto",Pour all ingredients directly into an old fashioned glass filled with ice cubes. Stir gently.,,,,,,[],,,IBA
golden-dream,Golden Dream,,Contemporary Classics,"[{""name"": ""Galliano"", ""amount"": ""20"", ""unit"": ""ml"", ""note"": """", ""direction"": ""20 ml Galliano"", ""raw"": ""20 ml Galliano""}, {""name"": ""Triple Sec"", ""amount"": ""20"", ""unit"": ""ml"", ""note"": """", ""direction"": ""20 ml Triple Sec"", ""raw"": ""20 ml Triple Sec""}, {""name"": ""Fresh Orange Juice"", ""amount"": ""20"", ""unit"": ""ml"", ""note"": """", ""direction"": ""20 ml Fresh Orange Juice"", ""raw"": ""20 ml Fresh Orange Juice""}, {""name"": ""Fresh Cream"", ""amount"": ""10"", ""unit"": ""ml"", ""note"": """", ""direction"": ""10 ml Fresh Cream"", ""raw"": ""10 ml Fresh Cream""}]","20 ml Galliano,20 ml Triple Sec,20 ml Fresh Orange Juice,10 ml Fresh Cream",Pour all ingredients into shaker filled with ice. Shake briskly for few seconds. Strain into chilled cocktail glass.,,,,,,[],,,IBA
grasshopper,Grasshopper,,Contemporary Classics,"[{""name"": ""Crème de Cacao"", ""amount"": ""20"", ""unit"": ""ml"", ""note"": ""White"", ""direction"": ""20 ml Crème de Cacao (White)"", ""raw"": ""20 ml Crème de Cacao White""}, {""name"": ""Crème de Menthe"", ""amount"": ""20"", ""unit"": ""ml"", ""note"": ""Green"", ""direction"": ""20 ml Crème de Menthe (Green)"", ""raw"": ""20 ml Crème de Menthe Green""}, {""name"": ""Fresh Cream"", ""amount"": ""20"", ""unit"": ""ml"", ""note"": """", ""direction"": ""20 ml Fresh Cream"", ""raw"": ""20 ml Fresh Cream""}]","20 ml Crème de Cacao (White),20 ml Crème de Menthe (Green),20 ml Fresh Cream",Pour all ingredients into shaker filled with ice. Shake briskly for few seconds. Strain into chilled cocktail glass.,,"N/A, optional mint leaf",,,,[],,,IBA
hemingway-special,Hemingway Special,,Contemporary Classics,"[{""name"": ""Rum"", ""amount"": ""60"", ""unit"": ""ml"", ""note"": """", ""direction"": ""60 ml Rum"", ""raw"": ""60 ml Rum""}, {""name"": ""Grapefruit Juice"", ""amount"": ""40"", ""unit"": ""ml"", ""note"": """", ""direction"": ""40 ml Grapefruit Juice"", ""raw"": ""40 ml Grapefruit Juice""}, {""name"": ""Maraschino Luxardo"", ""amount"": ""15"", ""unit"": ""ml"", ""note"": """", ""direction"": ""15 ml Maraschino Luxardo"", ""raw"": ""15 ml Maraschino Luxardo""}, {""name"": ""Fresh Lime"", ""amount"": ""15"", ""unit"": ""ml"", ""note"": """", ""direction"": ""15 ml Fresh Lime"", ""raw"": ""15 ml Fresh Lime""}]","60 ml Rum,40 ml Grapefruit Juice,15 ml Maraschino Luxardo,15 ml Fresh Lime",Pour all ingredients into a shaker with ice. Shake well and strain into a large cocktail glass.,,,,,,[],,,IBA
horses-neck,Horse's Neck,,Contemporary Classics,"[{""name"": ""Cognac"", ""amount"": ""40"", ""unit"": ""ml"", ""note"": """", ""direction"": ""40 ml Cognac"", ""raw"": ""40 ml Cognac""}, {""name"": ""Ginger Ale"", ""amount"": ""120"", ""unit"": ""ml"", ""note"": """", ""direction"": ""120 ml Ginger Ale"", ""raw"": ""120 ml Ginger Ale""}, {""name"": ""Angostura Bitters"", ""amount"": ""1"", ""unit"": ""dash"", ""note"": ""optional"", ""direction"": ""Dash of Angostura Bitters (optional)"", ""raw"": ""1 dash Angostura Bitters optional""}]","40 ml Cognac,120 ml Ginger Ale,Dash of Angostura Bitters (optional)","Pour Cognac and ginger ale directly into a highball glass with ice cubes. Stir gently. If preferred, add dashes of Angostura Bitter.",,Garnish with a rind of one lemon spiral.,,,,[],,,IBA
irish-coffee,Irish Coffee,,Contemporary Classics,"[{""name"": ""Irish Whiskey"", ""amount"": ""50"", ""unit"": ""ml"", ""note"": """", ""direction"": ""50 ml Irish Whiskey"", ""raw"": ""50 ml Irish Whiskey""}, {""name"": ""Hot coffee"", ""amount"": ""120"", ""unit"": ""ml"", ""note"": """", ""direction"": ""120 ml Hot coffee"", ""raw"": ""120 ml Hot coffee""}, {""name"": ""Fresh cream"", ""amount"": ""50"", ""unit"": ""ml"", ""note"": ""Chilled"", ""direction"": ""50 ml Fresh cream (Chilled)"", ""raw"": ""50 ml Fresh cream Chilled""}, {""name"": ""Sugar"", ""amount"": ""1"", ""unit"": ""teaspoon"", ""note"": """", ""direction"": ""1 teaspoon Sugar"", ""raw"": ""1 teaspoon Sugar""}]","50 ml Irish Whiskey,120 ml Hot coffee,50 ml Fresh cream (Chilled),1 teaspoon Sugar",Warm black coffee is poured into a pre-heated Irish coffee glass. Whiskey and at least one teaspoon of sugar is added and stirred until dissolved. Fresh thick chilled cream is carefully poured over the back of a spoon held just above the surface of the coffee. The layer of cream will float on the coffee without mixing. Plain sugar can be replaced with sugar syrup,,,,,,[],,,IBA
kir,KIR,,Contemporary Classics,"[{""name"": ""Dry White Wine"", ""amount"": ""90"", ""unit"": ""ml"", ""note"": """", ""direction"": ""90 ml Dry White Wine"", ""raw"": ""90 ml Dry White Wine""}, {""name"": ""Crème de Cassis"", ""amount"": ""10"", ""unit"": ""ml"", ""note"": """", ""direction"": ""10 ml Crème de Cassis"", ""raw"": ""10 ml Crème de Cassis""}]","90 ml Dry White Wine,10 ml Crème de Cassis","Pour Crème de Cassis into glass, top up with white wine. Note: KIR ROYAL - Use Champagne instead of white wine",,,,,,[],,,IBA
long-island-ice-tea,Long Island Ice Tea,,Contemporary Classics,"[{""name"": ""Vodka"", ""amount"": ""15"", ""unit"": ""ml"", ""note"": """", ""direction"": ""15 ml Vodka"", ""raw"": ""15 ml Vodka""}, {""name"": ""Tequila"", ""amount"": ""15"", ""unit"": ""ml"", ""note"": """", ""direction"": ""15 ml Tequila"", ""raw"": ""15 ml Tequila""}, {""name"": ""White rum"", ""amount"": ""15"", ""unit"": ""ml"", ""note"": """", ""direction"": ""15 ml White rum"", ""raw"": ""15 ml White rum""}, {""name"": ""Gin"", ""amount"": ""15"", ""unit"": ""ml"", ""note"": """", ""direction"": ""15 ml Gin"", ""raw"": ""15 ml Gin""}, {""name"": ""Cointreau"", ""amount"": ""15"", ""unit"": ""ml"", ""note"": """", ""direction"": ""15 ml Cointreau"", ""raw"": ""15 ml Cointreau""}, {""name"": ""Lemon juice"", ""amount"": ""30"", ""unit"": ""ml"", ""note"": """", ""direction"": ""30 ml Lemon juice"", ""raw"": ""30 ml Lemon juice""}, {""name"": ""Simple syrup"", ""amount"": ""20"", ""unit"": ""ml"", ""note"": """", ""direction"": ""20 ml Simple syrup"", ""raw"": ""20 ml Simple syrup""}, {""name"": ""Cola"", ""amount"": ""1"", ""unit"": ""top up"", ""note"": """", ""direction"": ""Top with Cola"", ""raw"": ""1 top up Cola""}]","15 ml Vodka,15 ml Tequila,15 ml White rum,15 ml Gin,15 ml Cointreau,30 ml Lemon juice,20 ml Simple syrup,Top with Cola",Add all ingredients into a highball glass filled with ice. Stir gently.,,Lemon Slice (Optional),,,,[],,,IBA
mai-tai,Mai-Tai,,Contemporary Classics,"[{""name"": ""Amber Jamaican Rum"", ""amount"": ""30"", ""unit"": ""ml"", ""note"": """", ""direction"": ""30 ml Amber Jamaican Rum"", ""raw"": ""30 ml Amber Jamaican Rum""}, {""name"": ""Martinique Molasses Rhum"", ""amount"": ""30"", ""unit"": ""ml"", ""note"": """", ""direction"": ""30 ml Martinique Molasses Rhum"", ""raw"": ""30 ml Martinique Molasses Rhum""}, {""name"": ""Orange Curacao"", ""amount"": ""15"", ""unit"": ""ml"", ""note"": """", ""direction"": ""15 ml Orange Curacao"", ""raw"": ""15 ml Orange Curacao""}, {""name"": ""Orgeat Syrup"", ""amount"": ""15"", ""unit"": ""ml"", ""note"": ""Almond"", ""direction"": ""15 ml Orgeat Syrup (Almond)"", ""raw"": ""15 ml Orgeat Syrup Almond""}, {""name"": ""Fresh Lime Juice"", ""amount"": ""30"", ""unit"": ""ml"", ""note"": """", ""direction"": ""30 ml Fresh Lime Juice"", ""raw"": ""30 ml Fresh Lime Juice""}, {""name"": ""Simple Syrup"", ""amount"": ""7.5"", ""unit"": ""ml"", ""note"": """", ""direction"": ""7.5 ml Simple Syrup"", ""raw"": ""7.5 ml Simple Syrup""}]","30 ml Amber Jamaican Rum,30 ml Martinique Molasses Rhum,15 ml Orange Curacao,15 ml Orgeat Syrup (Almond),30 ml Fresh Lime Juice,7.5 ml Simple Syrup",Add all ingredients into a shaker with ice. Shake and pour into a double rocks glass or a highball glass. The Martinique molasses rum used by Trader Vic was not an Agricole rum but a type of “rummy” from molasses.,,"Garnish with pineapple spear, mint leaves, and lime peel.",,,,[],,,IBA
margarita,Margarita,,Contemporary Classics,"[{""name"": ""Tequila 100% Agave"", ""amount"": ""50"", ""unit"": ""ml"", ""note"": """", ""direction"": ""50 ml Tequila 100% Agave"", ""raw"": ""50 ml Tequila 100% Agave""}, {""name"": ""Triple Sec"", ""amount"": ""20"", ""unit"": ""ml"", ""note"": """", ""direction"": ""20 ml Triple Sec"", ""raw"": ""20 ml Triple Sec""}, {""name"": ""Freshly Squeezed Lime Juice"", ""amount"": ""15"", ""unit"": ""ml"", ""note"": """", ""direction"": ""15 ml Freshly Squeezed Lime Juice"", ""raw"": ""15 ml Freshly Squeezed Lime Juice""}]","50 ml Tequila 100% Agave,20 ml Triple Sec,15 ml Freshly Squeezed Lime Juice",Add all ingredients into a shaker with ice. Shake and strain into a chilled cocktail glass,,Half salt rim (Optional),,,,[],,,IBA
mimosa,Mimosa,,Contemporary Classics,"[{""name"": ""Fresh orange juice"", ""amount"": ""75"", ""unit"": ""ml"", ""note"": """", ""direction"": ""75 ml Fresh orange juice"", ""raw"": ""75 ml Fresh orange juice""}, {""name"": ""Prosecco"", ""amount"": ""75"", ""unit"": ""ml"", ""note"": """", ""direction"": ""75 ml Prosecco"", ""raw"": ""75 ml Prosecco""}]","75 ml Fresh orange juice,75 ml Prosecco",Pour orange juice into a flute glass and gently pour the sparkling wine. Stir gently. Note: Also known as Buck's Fizz.,,Garnish with an orange twist (optional).,,,,[],,,IBA
mint-julep,Mint Julep,,Contemporary Classics,"[{""name"": ""Bourbon Whiskey"", ""amount"": ""60"", ""unit"": ""ml"", ""note"": """", ""direction"": ""60 ml Bourbon Whiskey"", ""raw"": ""60 ml Bourbon Whiskey""}, {""name"": ""fresh Mint sprigs"", ""amount"": ""4"", ""unit"": ""piece"", ""note"": """", ""direction"": ""4 fresh Mint sprigs"", ""raw"": ""4 piece fresh Mint sprigs""}, {""name"": ""Powdered Sugar"", ""amount"": ""1"", ""unit"": ""teaspoon"", ""note"": """", ""direction"": ""1 tsp Powdered Sugar"", ""raw"": ""1 teaspoon Powdered Sugar""}, {""name"": ""Water"", ""amount"": ""2"", ""unit"": ""teaspoon"", ""note"": """", ""direction"": ""2 tsp Water"", ""raw"": ""2 teaspoon Water""}]","60 ml Bourbon Whiskey,4 fresh Mint sprigs,1 tsp Powdered Sugar,2 tsp Water","In Julep Stainless Steel Cup gently muddle the mint with sugar and water. Fill the glass with cracked ice, add the Bourbon and stir well until the cup frosts.",,Garnish with a mint sprig.,,,,[],,,IBA
mojito,Mojito,,Contemporary Classics,"[{""name"": ""White Cuban Ron"", ""amount"": ""45"", ""unit"": ""ml"", ""note"": """", ""direction"": ""45 ml White Cuban Ron"", ""raw"": ""45 ml White Cuban Ron""}, {""name"": ""Fresh Lime Juice"", ""amount"": ""20"", ""unit"": ""ml"", ""note"": """", ""direction"": ""20 ml Fresh Lime Juice"", ""raw"": ""20 ml Fresh Lime Juice""}, {""name"": ""Mint Sprigs"", ""amount"": ""6"", ""unit"": ""piece"", ""note"": """", ""direction"": ""6 pcs Mint Sprigs"", ""raw"": ""6 piece Mint Sprigs""}, {""name"": ""White Cane Sugar"", ""amount"": ""2"", ""unit"": ""teaspoon"", ""note"": """", ""direction"": ""2 tsp White Cane Sugar"", ""raw"": ""2 teaspoon White Cane Sugar""}, {""name"": ""Soda Water"", ""amount"": ""1"", ""unit"": ""top up"", ""note"": """", ""direction"": ""Soda Water"", ""raw"": ""1 top up Soda Water""}]","45 ml White Cuban Ron,20 ml Fresh Lime Juice,6 pcs Mint Sprigs,2 tsp White Cane Sugar,Soda Water",Mix mint springs with sugar and lime juice. Add splash of soda water and fill the glass with ice. Pour the rum and top with soda water. Light stir to involve all ingredients.,,Garnish with sprigs of mint and slice of lime.,,,,[],,,IBA
moscow-mule,Moscow Mule,,Contemporary Classics,"[{""name"": ""Smirnoff Vodka"", ""amount"": ""45"", ""unit"": ""ml"", ""note"": """", ""direction"": ""45 ml Smirnoff Vodka"", ""raw"": ""45 ml Smirnoff Vodka""}, {""name"": ""Ginger Beer"", ""amount"": ""120"", ""unit"": ""ml"", ""note"": """", ""direction"": ""120 ml Ginger Beer"", ""raw"": ""120 ml Ginger Beer""}, {""name"": ""Fresh lime juice"", ""amount"": ""10"", ""unit"": ""ml"", ""note"": """", ""direction"": ""10 ml Fresh lime juice"", ""raw"": ""10 ml Fresh lime juice""}]","45 ml Smirnoff Vodka,120 ml Ginger Beer,10 ml Fresh lime juice","In a Mule Cup or rocks glass, combine the vodka and ginger beer. Add lime juice and gently stir to involve all ingredients.",,Garnish with a lime slice,,,,[],,,IBA
pina-colada,Pina Colada,,Contemporary Classics,"[{""name"": ""White Rum"", ""amount"": ""50"", ""unit"": ""ml"", ""note"": """", ""direction"": ""50 ml White Rum"", ""raw"": ""50 ml White Rum""}, {""name"": ""Coconut Cream"", ""amount"": ""30"", ""unit"": ""ml"", ""note"": """", ""direction"": ""30 ml Coconut Cream"", ""raw"": ""30 ml Coconut Cream""}, {""name"": ""Fresh Pineapple Juice"", ""amount"": ""50"", ""unit"": ""ml"", ""note"": """", ""direction"": ""50 ml Fresh Pineapple Juice"", ""raw"": ""50 ml Fresh Pineapple Juice""}]","50 ml White Rum,30 ml Coconut Cream,50 ml Fresh Pineapple Juice","Blend all the ingredients with ice in an electric blender, pour into a large glass, and serve with straws. Note: Historically a few drops of fresh lime juice were added to taste. 4 slices of fresh pineapple can be used instead of juice",,Garnish with a slice of pineapple with a cocktail cherry.,,,,[],,,IBA
pisco-sour,Pisco Sour,,Contemporary Classics,"[{""name"": ""Pisco"", ""amount"": ""60"", ""unit"": ""ml"", ""note"": """", ""direction"": ""60 ml Pisco"", ""raw"": ""60 ml Pisco""}, {""name"": ""Fresh Lemon Juice"", ""amount"": ""30"", ""unit"": ""ml"", ""note"": """", ""direction"": ""30 ml Fresh Lemon Juice"", ""raw"": ""30 ml Fresh Lemon Juice""}, {""name"": ""Simple Syrup"", ""amount"": ""20"", ""unit"": ""ml"", ""note"": """", ""direction"": ""20 ml Simple Syrup"", ""raw"": ""20 ml Simple Syrup""}, {""name"": ""Raw Egg White"", ""amount"": ""1"", ""unit"": ""piece"", ""note"": """", ""direction"": ""1 Raw Egg White"", ""raw"": ""1 piece Raw Egg White""}]","60 ml Pisco,30 ml Fresh Lemon Juice,20 ml Simple Syrup,1 Raw Egg White",Add all ingredients into a shaker with ice. Shake and strain into a chilled goblet glass.,,Few dashes of Amargo bitters on top as an aromatic garnish.,,,,[],,,IBA
sea-breeze,Sea Breeze,,Contemporary Classics,"[{""name"": ""Vodka"", ""amount"": ""40"", ""unit"": ""ml"", ""note"": """", ""direction"": ""40 ml Vodka"", ""raw"": ""40 ml Vodka""}, {""name"": ""Cranberry Juice"", ""amount"": ""120"", ""unit"": ""ml"", ""note"": """", ""direction"": ""120 ml Cranberry Juice"", ""raw"": ""120 ml Cranberry Juice""}, {""name"": ""Grapefruit Juice"", ""amount"": ""30"", ""unit"": ""ml"", ""note"": """", ""direction"": ""30 ml Grapefruit Juice"", ""raw"": ""30 ml Grapefruit Juice""}]","40 ml Vodka,120 ml Cranberry Juice,30 ml Grapefruit Juice",Build all ingredients in a highball glass filled with ice.,,Garnish with orange zest and cherry,,,,[],,,IBA
sex-on-the-beach,Sex on the Beach,,Contemporary Classics,"[{""name"": ""Vodka"", ""amount"": ""40"", ""unit"": ""ml"", ""note"": """", ""direction"": ""40 ml Vodka"", ""raw"": ""40 ml Vodka""}, {""name"": ""Peach Schnapps"", ""amount"": ""20"", ""unit"": ""ml"", ""note"": """", ""direction"": ""20 ml Peach Schnapps"", ""raw"": ""20 ml Peach Schnapps""}, {""name"": ""Fresh Orange Juice"", ""amount"": ""40"", ""unit"": ""ml"", ""note"": """", ""direction"": ""40 ml Fresh Orange Juice"", ""raw"": ""40 ml Fresh Orange Juice""}, {""name"": ""Cranberry Juice"", ""amount"": ""40"", ""unit"": ""ml"", ""note"": """", ""direction"": ""40 ml Cranberry Juice"", ""raw"": ""40 ml Cranberry Juice""}]","40 ml Vodka,20 ml Peach Schnapps,40 ml Fresh Orange Juice,40 ml Cranberry Juice",Build all ingredients in a highball glass filled with ice.,,Garnish with a half orange slice.,,,,[],,,IBA
